Age,Gender,Education_Level,Current_Field,Mathematical_Skills,Communication_Skills,Coding_Knowledge,Creativity_Level,Analytical_Thinking,Leadership_Skills,Problem_Solving_Skills,Research_Writing_Skills,Technical_Experience,Interest_Area,Work_Preference,Work_Environment,Self_Employment_Interest,Entrepreneurial_Mindset,Freelance_Experience,Job_Experience_Years,Certifications_Completed,Extracurricular_Activities,Risk_Taking_Ability,Teamwork_Individual_Pref,Stress_Handling_Ability,Adaptability_to_New_Tech,Best_Suited_Profession
27,Other,High School,Business,Medium,High,No,Medium,High,High,High,High,Medium,Arts,Hybrid,Government,Yes,High,Yes,9,9,No,High,Balanced,Medium,Low,Business Analyst
38,Female,High School,Sports,Medium,High,Yes,Medium,High,Low,Low,High,High,Arts,On-Site,Research Lab,Yes,High,No,8,6,Yes,High,Individual,Medium,Low,Mechanical Engineer
49,Female,Diploma,Arts,Medium,Medium,No,Medium,Medium,Low,Medium,High,Medium,Science,On-Site,Corporate,Yes,Medium,Yes,12,6,Yes,Medium,Balanced,High,Medium,Business Analyst
31,Male,Diploma,Science,Low,Medium,No,High,Medium,High,Low,High,Low,Social Work,Remote,Startup,No,Medium,Yes,6,6,No,Medium,Teamwork,Medium,Low,Business Analyst
24,Other,Bachelor's,Engineering,High,Medium,Yes,High,High,High,High,High,Medium,Social Work,Remote,Government,Yes,Low,Yes,6,9,No,Medium,Teamwork,High,High,Software Engineer
44,Male,Bachelor's,Arts,Low,Low,Yes,Medium,High,Low,High,Medium,Low,Technology,On-Site,Freelance,Yes,Medium,No,5,7,Yes,High,Individual,Medium,Low,Lawyer
44,Male,PhD,Science,Medium,Medium,Yes,High,Low,High,High,Low,Low,Engineering,Hybrid,Research Lab,No,Medium,Yes,2,8,No,High,Individual,High,High,Business Analyst
19,Male,PhD,Engineering,High,High,No,Low,High,Medium,Medium,Medium,Medium,Medicine,Hybrid,Research Lab,Yes,Low,No,1,9,Yes,High,Balanced,Medium,Low,Data Scientist
26,Male,Master’s,Science,Medium,Medium,Yes,Medium,Low,Low,High,Medium,Low,Science,Remote,Government,Yes,High,No,8,9,Yes,High,Teamwork,Low,Low,Doctor
33,Other,Diploma,Science,Low,Medium,No,Medium,High,High,High,High,Medium,Medicine,On-Site,Freelance,No,Low,Yes,4,5,No,Medium,Balanced,Low,High,Mechanical Engineer
30,Female,Master’s,Engineering,Medium,High,Yes,Low,Medium,Low,High,Medium,Low,Sports,Hybrid,Government,Yes,Medium,No,0,7,No,Medium,Balanced,Low,High,Entrepreneur
26,Male,Master’s,Science,Medium,Low,No,High,High,High,Medium,High,Medium,Arts,Hybrid,Research Lab,No,Medium,No,8,8,Yes,Low,Individual,Medium,High,Data Scientist
37,Male,High School,Science,High,Medium,No,Medium,High,Medium,High,Low,Medium,Technology,Hybrid,Government,No,Medium,Yes,6,0,Yes,Medium,Balanced,Medium,Medium,Research Scientist
21,Male,High School,Science,Low,Low,No,High,High,High,Medium,Low,Medium,Arts,Hybrid,Government,Yes,Medium,No,1,7,No,Medium,Teamwork,Medium,Medium,Lawyer
39,Male,PhD,Business,High,Medium,No,Medium,Medium,Low,Low,Medium,Low,Science,Hybrid,Government,No,Medium,Yes,8,6,No,Low,Balanced,Medium,Medium,Digital Marketer
27,Female,Master’s,Medicine,Medium,Medium,Yes,Medium,Medium,Medium,Low,Medium,Medium,Technology,On-Site,Research Lab,Yes,High,Yes,0,8,No,Medium,Teamwork,Medium,Medium,Software Engineer
43,Female,PhD,Science,Low,Low,No,Low,High,Low,Low,Low,Medium,Medicine,On-Site,Corporate,No,Low,Yes,12,0,No,High,Individual,High,Medium,Digital Marketer
43,Female,Diploma,Engineering,High,Low,No,High,High,Medium,High,High,Medium,Technology,On-Site,Freelance,Yes,High,Yes,9,6,No,Medium,Balanced,High,Medium,Artist
39,Female,Bachelor's,Sports,Medium,Medium,Yes,High,Low,Medium,Medium,Medium,Low,Engineering,Hybrid,Research Lab,No,Medium,Yes,12,4,No,Medium,Teamwork,Medium,Medium,Entrepreneur
29,Male,High School,Science,Low,Low,Yes,Medium,High,Medium,Medium,Low,Medium,Engineering,On-Site,Corporate,No,Low,No,6,6,Yes,Medium,Teamwork,High,High,Mechanical Engineer
34,Other,Diploma,Business,Low,High,Yes,Low,High,Medium,Medium,High,Low,Technology,Remote,Freelance,Yes,Low,No,9,5,No,Low,Balanced,Medium,High,Artist
31,Female,Diploma,Business,Medium,Medium,No,Medium,Low,High,High,Low,High,Science,On-Site,Government,No,Low,Yes,11,0,Yes,High,Teamwork,High,Low,Research Scientist
31,Female,High School,Sports,Low,Medium,No,High,High,Medium,Low,Low,Low,Social Work,Hybrid,Corporate,Yes,High,No,12,0,Yes,High,Balanced,Low,Medium,Software Engineer
42,Male,High School,Science,Medium,High,Yes,High,Medium,High,High,Medium,High,Science,On-Site,Startup,No,Low,Yes,12,6,No,Low,Individual,Low,Medium,Artist
19,Male,Master’s,Arts,Medium,Medium,Yes,High,Low,Low,Medium,Medium,Low,Arts,Remote,Freelance,Yes,Low,No,1,2,No,High,Balanced,Low,Medium,Research Scientist
38,Male,PhD,Sports,Medium,Medium,Yes,Low,Medium,High,High,Medium,Low,Sports,Remote,Corporate,Yes,Low,Yes,3,5,Yes,Low,Teamwork,High,Low,Lawyer
42,Male,Diploma,Medicine,High,High,No,Medium,Medium,Medium,Medium,High,High,Technology,Hybrid,Freelance,Yes,High,Yes,11,6,No,Low,Balanced,High,High,Research Scientist
37,Other,Master’s,Engineering,Medium,High,No,Medium,High,High,Medium,Low,High,Sports,On-Site,Government,No,High,No,4,3,No,Medium,Teamwork,Medium,Medium,Software Engineer
28,Other,Master’s,Engineering,Low,High,Yes,Medium,Medium,Medium,High,Medium,High,Engineering,Remote,Startup,Yes,Medium,Yes,10,4,No,Medium,Balanced,Medium,Low,Digital Marketer
33,Female,Diploma,Engineering,Medium,High,No,Medium,Low,Low,Low,Medium,High,Technology,Hybrid,Corporate,Yes,Medium,No,0,5,No,Medium,Balanced,Medium,Medium,Business Analyst
36,Other,Diploma,Engineering,Low,High,No,Medium,Low,Medium,High,Medium,High,Engineering,Remote,Research Lab,Yes,Medium,No,12,7,No,Medium,Individual,High,Low,Entrepreneur
48,Female,Bachelor's,Business,Medium,Medium,Yes,Low,Medium,High,Low,Low,Medium,Business,Hybrid,Freelance,No,Medium,Yes,12,7,Yes,Medium,Individual,Low,High,Business Analyst
40,Female,PhD,Medicine,High,Low,No,Low,Low,Low,Low,Medium,Low,Sports,Remote,Corporate,Yes,Low,Yes,2,2,Yes,High,Teamwork,Medium,Medium,Research Scientist
23,Other,Diploma,Science,High,High,No,Medium,Medium,Low,High,Low,High,Arts,Hybrid,Government,No,Medium,No,5,0,Yes,Low,Teamwork,High,High,Software Engineer
41,Female,High School,Science,High,High,Yes,Low,Medium,Medium,Medium,High,Low,Business,On-Site,Freelance,No,Low,No,12,0,Yes,High,Individual,Low,High,Entrepreneur
36,Male,Bachelor's,Arts,Medium,Low,Yes,Low,Medium,High,Low,High,High,Science,On-Site,Corporate,Yes,Low,Yes,12,6,Yes,High,Individual,Medium,Medium,Entrepreneur
22,Female,PhD,Science,Medium,High,Yes,Low,High,Medium,High,Low,Low,Medicine,Hybrid,Government,Yes,High,No,4,10,No,Medium,Teamwork,Medium,Medium,Entrepreneur
43,Male,High School,Medicine,High,High,Yes,Low,High,Medium,Medium,Medium,Low,Social Work,Remote,Freelance,No,High,No,12,0,No,Medium,Individual,Medium,High,Software Engineer
21,Other,High School,Science,Medium,Medium,Yes,High,Medium,High,High,Low,Medium,Arts,Remote,Government,No,Medium,Yes,3,1,Yes,High,Balanced,Low,Medium,Entrepreneur
32,Other,PhD,Business,Low,High,No,High,Low,Medium,High,Medium,Low,Technology,On-Site,Corporate,No,High,No,12,3,No,Low,Balanced,Medium,High,Lawyer
46,Female,Bachelor's,Sports,Medium,Medium,No,Medium,Medium,Low,High,High,Medium,Business,On-Site,Corporate,Yes,Low,Yes,7,9,Yes,Low,Teamwork,Low,Low,Doctor
21,Male,High School,Science,Low,Medium,No,Low,Low,Medium,Medium,Low,Medium,Technology,Hybrid,Research Lab,Yes,Low,Yes,3,6,Yes,Medium,Teamwork,Medium,Medium,Digital Marketer
37,Female,Master’s,Engineering,Low,Medium,Yes,Medium,Medium,Low,Low,High,Medium,Social Work,Remote,Government,No,Low,Yes,12,2,No,High,Teamwork,Low,Low,Business Analyst
27,Other,PhD,Engineering,High,Low,Yes,Medium,High,Medium,Medium,Medium,Medium,Medicine,Hybrid,Freelance,Yes,Medium,No,9,2,No,Medium,Teamwork,Low,High,Digital Marketer
41,Female,PhD,Sports,Medium,Low,No,Medium,Low,Medium,Medium,High,Medium,Sports,On-Site,Freelance,Yes,Medium,No,0,3,Yes,Low,Balanced,Low,Medium,Digital Marketer
39,Female,Diploma,Engineering,High,Low,No,Medium,Medium,High,Low,High,Medium,Technology,Hybrid,Research Lab,Yes,Medium,Yes,12,10,Yes,High,Teamwork,High,Medium,Software Engineer
20,Male,Bachelor's,Engineering,Low,Medium,Yes,High,Medium,Medium,High,Low,Medium,Social Work,Hybrid,Startup,No,Low,No,0,1,Yes,Medium,Individual,High,Low,Software Engineer
43,Other,Master’s,Business,Medium,Medium,Yes,Medium,Low,Low,High,Low,Medium,Business,Hybrid,Research Lab,No,Low,No,6,8,No,Medium,Balanced,Low,Low,Lawyer
22,Female,Master’s,Business,Medium,Low,No,Medium,Medium,Low,Medium,Medium,Medium,Arts,Remote,Freelance,Yes,Low,Yes,0,1,Yes,Medium,Individual,Medium,Medium,Doctor
23,Male,Diploma,Business,Low,Low,No,High,High,High,High,Low,Medium,Engineering,Hybrid,Government,No,Low,No,3,2,No,Medium,Teamwork,High,Low,Doctor
38,Female,High School,Science,Low,Medium,No,High,Medium,High,High,Medium,High,Engineering,Hybrid,Research Lab,No,Low,Yes,6,2,Yes,High,Balanced,High,High,Data Scientist
39,Male,High School,Sports,Medium,Low,Yes,Medium,Low,Medium,Medium,High,Medium,Engineering,On-Site,Government,No,Low,No,12,3,Yes,Low,Individual,Low,High,Data Scientist
25,Male,Master’s,Engineering,High,Low,No,High,Low,Medium,Low,Low,Medium,Sports,Remote,Startup,No,Low,Yes,4,6,No,High,Balanced,Medium,Medium,Digital Marketer
24,Female,Bachelor's,Arts,High,Medium,No,Medium,Low,Low,Low,High,High,Technology,On-Site,Freelance,No,Medium,Yes,6,2,No,Low,Individual,Medium,Low,Software Engineer
38,Other,High School,Sports,High,High,Yes,High,Medium,Medium,Medium,Low,High,Business,On-Site,Startup,No,Medium,No,12,9,No,High,Balanced,High,Medium,Artist
27,Other,PhD,Arts,High,High,No,Low,High,Medium,Low,High,Medium,Science,Remote,Government,Yes,Low,Yes,9,8,Yes,High,Teamwork,Medium,High,Business Analyst
23,Male,Diploma,Engineering,High,Low,Yes,High,Low,Low,Medium,Medium,Medium,Technology,On-Site,Startup,No,Low,Yes,1,1,No,Medium,Balanced,High,High,Data Scientist
31,Other,Bachelor's,Medicine,Low,Medium,No,Medium,Low,Medium,Low,High,Medium,Technology,On-Site,Corporate,No,Medium,No,1,9,Yes,Medium,Individual,High,Low,Doctor
21,Male,High School,Sports,Low,Medium,Yes,High,Low,Low,High,Low,High,Medicine,On-Site,Government,No,Medium,Yes,3,2,No,High,Balanced,Low,Medium,Artist
45,Other,Master’s,Science,High,High,Yes,High,Medium,High,Medium,Low,Medium,Social Work,On-Site,Research Lab,No,Low,No,8,4,No,High,Teamwork,High,High,Mechanical Engineer
42,Female,Diploma,Arts,Low,Medium,Yes,High,High,High,Low,High,Medium,Technology,Remote,Government,Yes,High,No,12,3,Yes,Medium,Teamwork,High,Medium,Mechanical Engineer
30,Other,High School,Sports,Medium,High,Yes,Low,Medium,Low,Medium,Medium,Low,Engineering,Remote,Research Lab,No,Medium,Yes,12,1,Yes,Low,Teamwork,Medium,Medium,Entrepreneur
37,Male,Master’s,Sports,Medium,Medium,Yes,High,Low,Medium,Medium,Medium,Medium,Business,Hybrid,Startup,Yes,Low,Yes,6,9,Yes,Medium,Individual,Low,High,Business Analyst
34,Male,High School,Business,Low,Medium,No,Medium,Low,High,Medium,High,Medium,Medicine,On-Site,Freelance,Yes,Medium,Yes,10,9,No,Medium,Balanced,Low,Medium,Data Scientist
40,Other,Diploma,Medicine,Medium,High,Yes,High,Low,Low,Medium,Low,Low,Medicine,Hybrid,Corporate,Yes,Low,Yes,12,9,No,High,Individual,Low,High,Business Analyst
24,Female,PhD,Business,Medium,Medium,No,Medium,High,Medium,Medium,Low,High,Technology,Hybrid,Startup,No,Medium,Yes,4,6,Yes,Medium,Balanced,Medium,High,Lawyer
21,Male,PhD,Medicine,Medium,Medium,Yes,Medium,Medium,Medium,Medium,High,High,Engineering,On-Site,Government,Yes,Medium,Yes,3,9,Yes,Low,Individual,Medium,High,Entrepreneur
46,Male,Master’s,Medicine,High,Medium,No,Low,Medium,Low,Low,High,Medium,Arts,Remote,Freelance,No,High,No,4,5,No,High,Individual,Low,Low,Mechanical Engineer
31,Male,PhD,Science,Medium,High,No,High,Medium,Low,High,High,Medium,Science,Hybrid,Research Lab,Yes,Medium,No,12,9,No,High,Individual,Medium,Medium,Lawyer
20,Male,Diploma,Sports,Medium,High,No,High,Low,Low,Low,High,Medium,Arts,On-Site,Government,Yes,High,Yes,2,1,No,High,Individual,Medium,Low,Mechanical Engineer
41,Male,Master’s,Business,Low,High,Yes,High,Low,High,Medium,Low,Medium,Social Work,Hybrid,Startup,No,Medium,Yes,12,0,No,Low,Teamwork,Low,Medium,Mechanical Engineer
22,Female,High School,Business,Medium,Medium,No,Low,Low,Medium,High,Medium,High,Sports,Hybrid,Startup,No,High,No,4,8,Yes,High,Individual,Low,Low,Data Scientist
33,Other,Bachelor's,Arts,Low,Medium,No,Medium,Medium,Medium,Medium,Low,High,Business,Hybrid,Freelance,No,High,Yes,12,5,Yes,Low,Balanced,Low,High,Entrepreneur
43,Female,High School,Sports,Low,Medium,Yes,Medium,Medium,High,Medium,Medium,Medium,Technology,Remote,Government,Yes,Low,Yes,11,10,No,Medium,Teamwork,Low,Low,Artist
40,Female,Diploma,Engineering,Medium,Low,No,Low,Low,Medium,Medium,Medium,High,Engineering,Hybrid,Government,No,Low,Yes,12,9,No,Medium,Balanced,Medium,Medium,Mechanical Engineer
37,Male,Master’s,Engineering,Medium,Medium,No,Medium,Medium,High,Low,Medium,Medium,Technology,On-Site,Research Lab,Yes,Medium,Yes,12,6,No,Medium,Teamwork,Medium,Low,Research Scientist
21,Female,High School,Arts,Low,High,Yes,Low,High,Medium,Low,Medium,Medium,Science,Remote,Startup,Yes,High,Yes,2,8,Yes,Medium,Balanced,Low,Medium,Mechanical Engineer
41,Male,Master’s,Medicine,Medium,Low,Yes,Low,Low,Medium,High,Medium,Medium,Arts,On-Site,Corporate,No,Medium,No,7,4,Yes,Low,Balanced,High,Medium,Entrepreneur
47,Female,PhD,Arts,Medium,Low,Yes,Medium,Medium,Medium,Medium,Medium,Medium,Engineering,On-Site,Startup,No,High,Yes,9,8,Yes,Medium,Individual,High,Medium,Software Engineer
41,Male,Bachelor's,Arts,High,Low,Yes,Low,High,High,High,Medium,Low,Sports,On-Site,Corporate,Yes,Low,Yes,0,8,Yes,Low,Teamwork,Low,High,Artist
19,Male,Diploma,Business,Low,Low,No,High,High,Medium,Low,Low,Medium,Social Work,Hybrid,Freelance,No,Medium,Yes,1,10,Yes,High,Individual,Low,Low,Mechanical Engineer
47,Female,High School,Arts,High,High,No,High,Low,High,High,Medium,Medium,Sports,Remote,Freelance,No,High,No,12,10,Yes,Medium,Teamwork,Low,Low,Entrepreneur
35,Female,Bachelor's,Medicine,High,Medium,Yes,High,Medium,High,High,Low,Low,Arts,Hybrid,Startup,No,Low,No,12,8,No,Low,Teamwork,Medium,Medium,Lawyer
36,Other,Diploma,Engineering,Medium,Low,No,High,High,Medium,Low,High,High,Engineering,On-Site,Startup,Yes,Low,Yes,12,7,Yes,Medium,Teamwork,Low,Medium,Data Scientist
48,Other,Diploma,Science,Medium,Medium,No,High,Low,High,Medium,Medium,Medium,Arts,Hybrid,Corporate,Yes,Medium,No,11,1,Yes,Low,Teamwork,Low,Medium,Data Scientist
45,Other,PhD,Sports,Medium,High,Yes,Low,Low,Medium,Medium,Medium,High,Arts,Hybrid,Startup,No,High,Yes,12,2,Yes,Low,Balanced,Medium,Low,Artist
45,Female,Master’s,Arts,Low,Low,No,Medium,Medium,High,Medium,Low,Medium,Medicine,Remote,Freelance,No,High,Yes,12,4,No,High,Individual,Medium,Medium,Data Scientist
36,Female,Master’s,Sports,Low,Low,No,Medium,Low,Low,Low,High,High,Science,On-Site,Freelance,No,High,Yes,4,6,Yes,Low,Individual,Medium,High,Software Engineer
34,Male,Bachelor's,Arts,High,Medium,Yes,High,Medium,Medium,High,High,High,Engineering,On-Site,Research Lab,No,High,Yes,0,9,No,High,Individual,Low,Medium,Artist
48,Other,PhD,Sports,Low,Medium,No,Low,Low,High,Medium,High,Medium,Engineering,On-Site,Corporate,No,Medium,Yes,12,3,Yes,High,Teamwork,Medium,High,Entrepreneur
31,Male,Diploma,Business,Low,High,Yes,Low,Medium,Low,Low,Low,High,Sports,Hybrid,Government,No,High,Yes,12,8,No,Medium,Individual,High,Medium,Digital Marketer
36,Male,PhD,Business,Medium,Medium,No,High,High,Low,High,Low,Low,Engineering,Hybrid,Startup,Yes,High,No,1,1,Yes,Medium,Balanced,Low,High,Lawyer
39,Male,PhD,Sports,High,Medium,No,Medium,Medium,High,Medium,Low,Low,Engineering,Remote,Freelance,No,Medium,No,12,10,Yes,Low,Balanced,Medium,Medium,Mechanical Engineer
41,Male,Bachelor's,Arts,Medium,Low,Yes,Low,Medium,High,Medium,High,High,Business,Remote,Corporate,No,Low,Yes,12,6,Yes,Medium,Teamwork,Medium,Medium,Business Analyst
30,Other,Master’s,Arts,Medium,High,No,High,High,High,Medium,High,High,Sports,On-Site,Research Lab,No,Medium,Yes,6,3,Yes,High,Individual,Medium,Medium,Digital Marketer
29,Male,PhD,Medicine,Medium,Medium,Yes,Medium,Medium,Medium,Low,High,Medium,Arts,Hybrid,Corporate,Yes,High,No,11,1,Yes,Medium,Balanced,High,Medium,Data Scientist
47,Female,PhD,Engineering,Medium,Medium,Yes,High,Medium,Medium,Low,Medium,High,Science,Hybrid,Startup,Yes,Medium,Yes,8,10,No,High,Balanced,Low,Low,Artist
43,Female,PhD,Engineering,Medium,Low,Yes,High,High,Low,Medium,Medium,High,Science,On-Site,Government,No,Medium,No,12,7,No,High,Teamwork,Medium,Medium,Entrepreneur
23,Female,High School,Science,Medium,Low,No,Low,Low,Low,Low,Low,Low,Technology,Remote,Corporate,No,Low,No,5,3,Yes,Low,Balanced,Medium,Medium,Digital Marketer
38,Other,PhD,Engineering,High,High,No,Low,Low,Low,Medium,Medium,Low,Business,Remote,Startup,Yes,High,Yes,11,1,Yes,Low,Balanced,Medium,Medium,Doctor
48,Male,PhD,Science,Medium,Low,Yes,Low,Medium,Medium,High,High,High,Engineering,Remote,Research Lab,No,High,Yes,12,1,Yes,High,Individual,Medium,High,Artist
21,Other,Diploma,Business,High,High,Yes,Medium,High,Medium,High,Medium,Low,Sports,Hybrid,Corporate,Yes,Medium,Yes,3,5,Yes,Low,Teamwork,Medium,Medium,Mechanical Engineer
49,Male,High School,Science,Medium,Medium,Yes,Medium,Low,Medium,Low,Medium,High,Business,Hybrid,Startup,Yes,Low,Yes,12,3,No,Medium,Teamwork,High,Medium,Artist
36,Other,PhD,Science,High,Medium,No,High,Low,Medium,Low,Medium,Medium,Social Work,On-Site,Corporate,No,Low,Yes,12,0,Yes,Medium,Balanced,High,Medium,Artist
33,Other,PhD,Engineering,High,High,Yes,High,Low,Medium,Low,High,Medium,Business,Remote,Corporate,Yes,Medium,No,2,2,No,Low,Balanced,High,Low,Doctor
30,Male,Bachelor's,Arts,Medium,Medium,No,High,Medium,Low,Low,High,Medium,Engineering,Remote,Research Lab,No,Low,Yes,12,8,No,Medium,Teamwork,High,Medium,Lawyer
21,Other,Bachelor's,Business,Medium,High,Yes,Medium,High,High,Low,Medium,Medium,Medicine,Remote,Corporate,No,Low,Yes,3,7,Yes,Low,Individual,High,Medium,Digital Marketer
47,Male,High School,Medicine,Low,Medium,No,Medium,High,High,Low,High,Medium,Arts,Remote,Research Lab,Yes,High,No,12,4,No,Medium,Balanced,Low,High,Doctor
40,Female,Diploma,Science,Low,Medium,No,Medium,High,High,High,Medium,High,Arts,On-Site,Corporate,No,High,Yes,12,8,Yes,Medium,Teamwork,Medium,High,Research Scientist
34,Female,High School,Science,High,Medium,No,Medium,High,Low,Medium,Low,Medium,Sports,On-Site,Freelance,Yes,Medium,Yes,0,3,Yes,Medium,Teamwork,Medium,Medium,Business Analyst
40,Female,High School,Sports,Low,Medium,No,High,Medium,Medium,Low,Medium,Low,Social Work,On-Site,Government,Yes,Low,Yes,12,4,Yes,Low,Balanced,Medium,Medium,Business Analyst
18,Other,Bachelor's,Science,Low,High,No,Low,Low,High,High,High,Low,Engineering,Hybrid,Government,No,Medium,No,0,0,Yes,Medium,Individual,High,Medium,Mechanical Engineer
35,Female,Bachelor's,Arts,Low,Medium,No,Low,High,Low,Medium,Low,Medium,Arts,Remote,Freelance,Yes,High,No,12,3,No,Low,Balanced,High,Medium,Doctor
48,Male,Diploma,Medicine,Medium,Low,Yes,High,High,Low,High,High,High,Science,Hybrid,Government,No,Low,Yes,11,6,Yes,Medium,Individual,Low,Medium,Mechanical Engineer
37,Female,PhD,Sports,High,High,Yes,Medium,High,Low,Medium,Low,Low,Medicine,On-Site,Research Lab,No,Medium,No,2,3,Yes,Low,Individual,Low,High,Doctor
34,Female,Diploma,Engineering,High,Medium,Yes,High,Low,Medium,High,Low,Medium,Business,On-Site,Startup,No,Medium,No,7,9,No,Medium,Teamwork,Medium,Medium,Artist
44,Other,PhD,Business,Medium,Medium,No,Medium,High,Medium,High,High,Medium,Sports,Hybrid,Research Lab,No,Low,Yes,6,1,Yes,Medium,Teamwork,Medium,High,Artist
45,Male,Master’s,Arts,Medium,Low,No,Low,Medium,Low,Low,High,High,Social Work,Hybrid,Startup,Yes,Medium,Yes,12,4,No,Low,Individual,Low,Medium,Software Engineer
44,Other,Bachelor's,Medicine,Low,High,No,Medium,High,Medium,Medium,High,High,Technology,Hybrid,Research Lab,No,High,No,12,10,No,Low,Individual,High,High,Lawyer
32,Other,Master’s,Business,High,Medium,Yes,Medium,High,High,Low,Low,High,Sports,Hybrid,Research Lab,Yes,Low,Yes,12,5,No,Medium,Balanced,High,High,Data Scientist
28,Male,Master’s,Engineering,Medium,High,No,High,Low,Low,Low,High,Low,Business,On-Site,Startup,Yes,High,No,2,7,Yes,Medium,Individual,Medium,High,Data Scientist
42,Other,Bachelor's,Business,High,Medium,Yes,Medium,Medium,Low,Low,Low,Low,Engineering,Hybrid,Freelance,No,Medium,Yes,1,7,No,Low,Balanced,High,Medium,Lawyer
45,Male,Master’s,Sports,Low,High,Yes,Medium,High,High,Low,Low,High,Science,Hybrid,Freelance,Yes,Low,No,7,8,No,High,Teamwork,Medium,Low,Mechanical Engineer
39,Female,High School,Science,Medium,Low,Yes,High,Low,Medium,Medium,Medium,Low,Engineering,Hybrid,Freelance,Yes,High,No,0,5,No,Medium,Teamwork,High,Low,Mechanical Engineer
30,Male,PhD,Science,Low,Medium,No,Medium,Low,Low,Medium,Medium,High,Engineering,Hybrid,Freelance,Yes,Medium,Yes,6,8,Yes,High,Balanced,Medium,High,Data Scientist
18,Male,Diploma,Arts,Low,High,Yes,High,Medium,High,Medium,Low,Medium,Social Work,Hybrid,Research Lab,Yes,Medium,No,0,2,No,High,Teamwork,Low,Medium,Business Analyst
34,Male,Bachelor's,Business,Medium,Medium,Yes,Low,High,High,High,Low,High,Arts,On-Site,Research Lab,No,Medium,Yes,2,10,Yes,Medium,Individual,Low,High,Data Scientist
23,Other,High School,Science,Medium,Medium,No,Low,High,Low,Medium,Medium,High,Engineering,Hybrid,Corporate,Yes,High,No,1,6,No,Medium,Balanced,High,High,Entrepreneur
21,Male,Diploma,Arts,High,Medium,Yes,Medium,Medium,Medium,Low,Medium,High,Technology,On-Site,Government,No,Low,Yes,3,5,No,High,Balanced,Low,Medium,Doctor
37,Male,Diploma,Arts,Low,High,Yes,High,High,High,Low,High,Medium,Social Work,On-Site,Corporate,Yes,Medium,Yes,12,1,No,Medium,Teamwork,High,Low,Artist
33,Male,Diploma,Sports,Low,Medium,Yes,High,Medium,Medium,Low,Low,Low,Science,Remote,Government,Yes,High,Yes,12,0,Yes,High,Balanced,High,Low,Research Scientist
32,Female,Master’s,Arts,Low,Medium,No,High,High,Low,Medium,High,Medium,Engineering,Remote,Government,No,Medium,No,12,6,Yes,Low,Balanced,High,High,Entrepreneur
44,Male,Master’s,Engineering,Medium,Low,No,Medium,Medium,Medium,Medium,Medium,Medium,Technology,On-Site,Research Lab,No,High,Yes,9,6,Yes,Medium,Individual,Medium,High,Artist
32,Other,Master’s,Science,High,Medium,No,Low,Medium,Low,High,High,High,Medicine,On-Site,Freelance,No,Low,No,3,10,No,High,Teamwork,Low,Medium,Business Analyst
23,Male,Master’s,Science,Medium,High,No,High,Medium,Low,Medium,High,Medium,Technology,On-Site,Startup,Yes,Low,No,5,8,No,Low,Individual,Low,High,Entrepreneur
32,Male,High School,Medicine,High,Medium,Yes,Medium,High,Medium,Medium,Medium,Medium,Sports,Hybrid,Research Lab,No,Low,Yes,2,6,Yes,High,Teamwork,Medium,High,Mechanical Engineer
31,Female,Master’s,Engineering,Medium,Low,No,Medium,Medium,High,Medium,Medium,High,Sports,On-Site,Startup,No,Medium,Yes,5,1,Yes,High,Individual,Medium,High,Data Scientist
45,Male,Bachelor's,Science,Medium,High,No,Medium,Medium,Low,High,High,High,Technology,Remote,Corporate,Yes,Medium,Yes,1,3,No,Medium,Teamwork,Medium,Medium,Mechanical Engineer
28,Other,Diploma,Sports,Medium,Medium,Yes,Low,Medium,Low,High,Low,Medium,Social Work,On-Site,Freelance,Yes,Medium,Yes,7,4,No,Medium,Individual,Low,Low,Data Scientist
24,Male,High School,Science,High,Medium,Yes,High,Low,Medium,Low,Medium,High,Social Work,On-Site,Corporate,No,High,No,6,7,Yes,Low,Individual,Medium,Low,Digital Marketer
26,Other,Master’s,Medicine,Medium,Medium,No,Medium,Low,Low,High,Medium,High,Science,Remote,Freelance,Yes,Medium,Yes,8,5,Yes,Low,Balanced,High,Medium,Software Engineer
43,Female,Diploma,Business,Medium,Medium,Yes,Medium,Medium,Low,High,Low,High,Engineering,Hybrid,Research Lab,No,Medium,No,12,5,No,Low,Individual,Medium,Low,Lawyer
33,Male,High School,Business,High,High,Yes,Low,Low,Medium,Medium,Medium,High,Technology,On-Site,Startup,No,Low,Yes,12,5,No,Medium,Individual,High,High,Business Analyst
22,Female,Diploma,Engineering,Medium,Medium,No,Medium,Low,Low,High,Medium,High,Sports,Remote,Freelance,Yes,Medium,No,4,5,Yes,Medium,Balanced,Medium,High,Entrepreneur
42,Male,High School,Arts,Low,Medium,No,Low,Low,Medium,Medium,Medium,Low,Science,Hybrid,Government,No,High,Yes,5,3,No,Medium,Balanced,Low,Low,Mechanical Engineer
37,Other,PhD,Medicine,Low,Medium,Yes,High,Medium,High,High,Low,Low,Arts,Hybrid,Research Lab,Yes,Medium,Yes,6,8,Yes,Medium,Teamwork,High,Low,Business Analyst
46,Female,High School,Medicine,High,High,Yes,Low,High,Low,High,Medium,High,Science,Remote,Research Lab,Yes,Medium,No,12,8,No,Medium,Teamwork,Medium,Low,Software Engineer
